CustomerID,top_risk_drivers,top_protective_drivers,model_explanation
12521,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
12523,"orders_last_30d, monetary_total, spend_last_60d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, monetary_total, spend_last_60d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
12524,"orders_last_60d, trend_orders_30_vs_90, spend_last_90d","frequency_orders, monetary_total, trend_spend_30_vs_90","Main churn-risk drivers: orders_last_60d, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, trend_spend_30_vs_90."
12526,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
12527,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12528,"orders_last_30d, monetary_total, spend_last_60d","orders_last_60d, recency_days, frequency_orders","Main churn-risk drivers: orders_last_30d, monetary_total, spend_last_60d. Main factors reducing churn risk: orders_last_60d, recency_days, frequency_orders."
12530,"frequency_orders, trend_orders_30_vs_90, monetary_total","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, trend_orders_30_vs_90, monetary_total. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
12534,"frequency_orders, spend_last_60d, monetary_total","recency_days, trend_spend_30_vs_90, spend_last_90d","Main churn-risk drivers: frequency_orders, spend_last_60d, monetary_total. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_90d."
12535,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
12539,"recency_days, orders_last_60d, frequency_orders","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: recency_days, orders_last_60d, frequency_orders. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90."
12540,"spend_last_60d, orders_last_30d, trend_orders_30_vs_90","frequency_orders, monetary_total, orders_last_60d","Main churn-risk drivers: spend_last_60d, orders_last_30d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, monetary_total, orders_last_60d."
12541,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
12545,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12547,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12548,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
12551,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12553,"orders_last_30d, trend_orders_30_vs_90, orders_last_90d","frequency_orders, recency_days, monetary_total","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, monetary_total."
12556,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
12557,"monetary_mean, orders_last_60d, trend_orders_30_vs_90","monetary_total, spend_last_90d, trend_spend_30_vs_90","Main churn-risk drivers: monetary_mean, orders_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: monetary_total, spend_last_90d, trend_spend_30_vs_90."
12559,"recency_days, frequency_orders, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: recency_days, frequency_orders, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12560,"frequency_orders, spend_last_60d, orders_last_30d","orders_last_60d, recency_days, spend_last_90d","Main churn-risk drivers: frequency_orders, spend_last_60d, orders_last_30d. Main factors reducing churn risk: orders_last_60d, recency_days, spend_last_90d."
12561,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
12562,"trend_orders_30_vs_90, frequency_orders, spend_last_60d","recency_days, trend_spend_30_vs_90, spend_last_90d","Main churn-risk drivers: trend_orders_30_vs_90, frequency_orders, spend_last_60d. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_90d."
12564,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12565,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12567,"spend_last_60d, orders_last_30d, spend_last_30d","monetary_total, frequency_orders, spend_last_90d","Main churn-risk drivers: spend_last_60d, orders_last_30d, spend_last_30d. Main factors reducing churn risk: monetary_total, frequency_orders, spend_last_90d."
12569,"orders_last_30d, spend_last_60d, orders_last_90d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, spend_last_60d, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
12571,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
12573,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
12574,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12576,"monetary_total, orders_last_30d, spend_last_60d","orders_last_60d, recency_days, frequency_orders","Main churn-risk drivers: monetary_total, orders_last_30d, spend_last_60d. Main factors reducing churn risk: orders_last_60d, recency_days, frequency_orders."
12577,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
12578,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12580,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12582,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12583,"trend_orders_30_vs_90, orders_last_30d, orders_last_90d","frequency_orders, monetary_total, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_30d, orders_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, recency_days."
12584,"monetary_total, trend_orders_30_vs_90, spend_last_90d","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
12585,"frequency_orders, orders_last_60d, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_total","Main churn-risk drivers: frequency_orders, orders_last_60d, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_total."
12589,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
12590,"frequency_orders, orders_last_60d, spend_last_90d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90."
12591,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12592,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
12593,"monetary_total, frequency_orders, orders_last_30d","orders_last_60d, recency_days, spend_last_60d","Main churn-risk drivers: monetary_total, frequency_orders, orders_last_30d. Main factors reducing churn risk: orders_last_60d, recency_days, spend_last_60d."
12594,"trend_orders_30_vs_90, spend_last_60d","frequency_orders, monetary_total, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_60d. Main factors reducing churn risk: frequency_orders, monetary_total, recency_days."
12596,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12597,"frequency_orders, orders_last_60d, spend_last_90d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
12598,"orders_last_60d, trend_orders_30_vs_90, spend_last_90d","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: orders_last_60d, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
12599,"trend_orders_30_vs_90, monetary_total, spend_last_90d","frequency_orders, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, spend_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, trend_spend_30_vs_90."
12600,"orders_last_30d, spend_last_60d, trend_orders_30_vs_90","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, spend_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
12601,"monetary_total, orders_last_60d, spend_last_90d","frequency_orders, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: monetary_total, orders_last_60d, spend_last_90d. Main factors reducing churn risk: frequency_orders, spend_last_60d, trend_orders_30_vs_90."
12604,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
